Sample	PBP1A	PBP2B	PBP2X	WGS_PEN_SIGN	WGS_PEN	WGS_PEN_SIR_Meningitis	WGS_PEN_SIR_Nonmeningitis	WGS_AMO_SIGN	WGS_AMO	WGS_AMO_SIR	WGS_MER_SIGN	WGS_MER	WGS_MER_SIR	WGS_TAX_SIGN	WGS_TAX	WGS_TAX_SIR_Meningitis	WGS_TAX_SIR_Nonmeningitis	WGS_CFT_SIGN	WGS_CFT	WGS_CFT_SIR_Meningitis	WGS_CFT_SIR_Nonmeningitis	WGS_CFX_SIGN	WGS_CFX	WGS_CFX_SIR	WGS_AMP_SIGN	WGS_AMP	WGS_AMP_SIR	WGS_CPT_SIGN	WGS_CPT	WGS_CPT_SIR	WGS_ZOX_SIGN	WGS_ZOX	WGS_ZOX_SIR	WGS_FOX_SIGN	WGS_FOX	WGS_FOX_SIR	EC	WGS_ERY_SIGN	WGS_ERY	WGS_ERY_SIR	WGS_CLI_SIGN	WGS_CLI	WGS_CLI_SIR	WGS_SYN_SIGN	WGS_SYN	WGS_SYN_SIR	WGS_LZO_SIGN	WGS_LZO	WGS_LZO_SIR	WGS_ERY/CLI	Cot	WGS_COT_SIGN	WGS_COT	WGS_COT_SIR	Tet	WGS_TET_SIGN	WGS_TET	WGS_TET_SIR	WGS_DOX_SIGN	WGS_DOX	WGS_DOX_SIR	FQ	WGS_CIP_SIGN	WGS_CIP	WGS_CIP_SIR	WGS_LFX_SIGN	WGS_LFX	WGS_LFX_SIR	Other	WGS_CHL_SIGN	WGS_CHL	WGS_CHL_SIR	WGS_RIF_SIGN	WGS_RIF	WGS_RIF_SIR	WGS_VAN_SIGN	WGS_VAN	WGS_VAN_SIR	WGS_DAP_SIGN	WGS_DAP	WGS_DAP_SIR
7038_4#7	13	16	36	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEF	=	8	R	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_186-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	msr(D):MsrD_MLS	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#8	NEW	NEW	NEW	=	2	R	S	=	2	S	=	0.5	I	=	4	R	R	=	4	R	R	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_169-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#9	2	0	0	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#10	0	0	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	neg	=	0.5	S	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#11	NEW	18	NEW	=	0.25	R	S	=	0.12	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1Y-V3I-D12G-E14D-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#12	2	4	0	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_195-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#13	NEW	18	NEW	=	0.25	R	S	=	0.12	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1Y-V3I-D12G-E14D-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#14	2	53	NEW	=	0.12	R	S	=	0.12	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-Q1H-I20L:FOLP_176-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#15	0	16	NEW	=	0.12	R	S	=	0.12	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-E14D-I20L:FOLP_169-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#16	NEW	NEW	56	=	1	R	S	=	1	S	=	0.5	I	=	0.5	S	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1Y-V3I-E14D-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#17	23	4	0	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#18	2	4	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_195-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#19	0	16	NEW	=	0.12	R	S	=	0.12	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-E14D-I20L:FOLP_169-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#20	13	16	36	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEF	=	8	R	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_186-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	msr(D):MsrD_MLS	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#21	NF	NEW	85	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	NF	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-Q1H-D2N-V3I-E14D-I20L:FOLP_178-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#22	2	53	NEW	=	0.12	R	S	=	0.12	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-Q1H-I20L:FOLP_176-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#23	2	53	NEW	=	0.12	R	S	=	0.12	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-Q1H-I20L:FOLP_176-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_4#24	79	26	194	=	0.06	S	S	=	0.06	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	neg	=	0.5	S	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#1	17	121	NEW	=	0.5	R	S	=	0.25	S	=	0.12	S	=	0.25	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-Q1Y-I20L:FOLP_178-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#2	15	12	18	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEF	=	8	R	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1H-Q11H-E14D-I20L:FOLP_178-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	CAT:msr(D):MsrD_MLS	>=	8	R	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#3	0	238	383	=	0.12	R	S	=	0.06	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-E14D-I20L:FOLP_178-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#4	23	2	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_197-ins	>=	4	R	TETM	>	8	R	>=	1	R	PARC-S2Y	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#5	0	238	383	=	0.12	R	S	=	0.06	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-E14D-I20L:FOLP_178-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#6	2	0	0	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	neg	=	0.5	S	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	CAT	>=	8	R	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#7	23	NEW	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	neg	=	0.5	S	TETM	>	8	R	>=	1	R	PARC-D6N	NA	NA	NA	Flag	Flag	Flag	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#8	23	2	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_197-ins	>=	4	R	TETM	>	8	R	>=	1	R	PARC-S2Y	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#9	NEW	NEW	257	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-E14D-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#10	2	0	0	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	neg	=	0.5	S	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	CAT	>=	8	R	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#11	23	0	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_169-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#12	2	53	77	=	0.12	R	S	=	0.12	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-I20L:FOLP_189-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#13	13	16	36	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEF	=	8	R	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_186-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	msr(D):MsrD_MLS	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#14	23	2	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_197-ins	>=	4	R	TETM	>	8	R	>=	1	R	PARC-S2Y	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#15	1	0	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERMB	>	32	R	>	2	R	<=	1	S	<=	2	S	pos	FOLA-D12G-E14D-I20L:FOLP_178-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	CAT	>=	8	R	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#16	23	4	0	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#17	2	0	21	=	0.06	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#18	2	0	21	=	0.06	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#19	2	0	NEW	=	0.06	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_169-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#20	2	2	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_197-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#21	NEW	16	NEW	=	2	R	S	=	1	S	=	0.5	I	=	4	R	R	=	2	R	I	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1Y-I20L:FOLP_169-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#22	NEW	1	369	=	0.25	R	S	=	0.06	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1Y-I20L:FOLP_178-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#23	13	NEW	47	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEF	=	8	R	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1H-I20L:FOLP_186-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	msr(D):MsrD_MLS	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_5#24	24	27	466	=	0.25	R	S	=	0.25	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#1	13	NEW	47	=	2	R	S	=	2	S	=	0.5	I	=	1	I	S	=	1	I	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MEF	=	8	R	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1H-I20L:FOLP_186-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	msr(D):MsrD_MLS	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#2	23	2	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_197-ins	>=	4	R	TETM	>	8	R	>=	1	R	PARC-S2Y	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#3	0	238	383	=	0.12	R	S	=	0.06	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-E14D-I20L:FOLP_178-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#4	24	27	466	=	0.25	R	S	=	0.25	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#5	NEW	NEW	NEW	=	0.25	R	S	=	0.25	S	=	0.12	S	=	0.25	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-Q1Y-I20L:FOLP_169-ins	>=	4	R	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#6	23	4	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	aac(6')-aph(2''):Aac6-Aph2_AGly:CAT:str:str:Str_AGly	Flag	Flag	Flag	Flag	Flag	Flag	Flag	Flag	Flag	NA	NA	NA
7038_6#7	23	4	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#8	0	0	2	<=	0.03	S	S	<=	0.03	S	<=	0.06	S	<=	0.06	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_178-ins	=	2	I	neg	<=	0.25	S	<=	0.25	S	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#9	17	15	22	=	0.5	R	S	=	0.12	S	=	0.12	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_180-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#10	24	27	466	=	0.25	R	S	=	0.25	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLA-I20L:FOLP_169-ins	>=	4	R	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#11	0	0	NEW	=	0.12	R	S	=	0.06	S	<=	0.06	S	=	0.12	S	S	<=	0.5	S	S	<=	0.5	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_174-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
7038_6#12	NEW	NEW	NEW	=	2	R	S	=	1	S	=	0.25	S	=	0.5	S	S	<=	0.5	S	S	>	2	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neg	=	0.06	S	=	0.06	S	<=	1	S	<=	2	S	neg	FOLP_169-ins	=	2	I	TETM	>	8	R	>=	1	R	neg	NA	NA	NA	<=	2	S	neg	<=	2	S	<=	1	S	=	0.5	S	NA	NA	NA
